"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"TARUSOVA","Сегодня ночью","u19_395","","indie","російська","Київ","","київ","","","img/covers19/tarusova.png","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/661889816&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/tarusova.png","yes"
"Tata Kepler","Radiochastota","u19_396","jazz","jazz","російська","Київ","","київ","","","https://lh3.googleusercontent.com/CAiqDxmsTUE6Px_YOSZtq2YEctTZyD_BlVdMXjJkLaDxiQyBR1ZWi6VxF98-8R-1B6gUSXlNWILM4Ycv=w302-h302-l90-rj","","https://www.youtube.com/embed/83J1wfjzUjY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/AiqDxmsTUE6Px_.JPEG","yes"
"Telly Grave","Drugstore Cowboy","u19_398","hip hop","hip hop & rap","російська","-","","не визначено","","","https://lh3.googleusercontent.com/l8Qlk68cDRcBFM9ldivrdxU_dhrywIJruN9EBUHmQ1UNno765DVZPODbm41TNLUEqAJHPITcoLB1dh7w=w302-h302-l90-rj","","https://www.youtube.com/embed/KwxdMTF6BV0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/8Qlk68cDRcBFM9.JPEG","yes"
"T-Fest","Цвети либо погибни","u19_400","","hip hop & rap","російська","Чернівці","","захід","","","https://lh3.googleusercontent.com/1a9oXOz0Px4sLUlv87Bd-Vdx7hXw_3MyYKbsIiqyT-BduIKPuTxsS7s3adwhu_Ku8FHWT9Xz32X-XEFA_Q=w302-h302-l90-rj","","https://www.youtube.com/embed/nIipRW5Vtns?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/a9oXOz0Px4sLUl.JPEG","yes"
"The Dops","Panic Attacks","u19_406","Punk Rock","rock","англійська","Харків","","схід","","","img/covers19/a2124396190_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3657777644/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2754156782/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2124396190_16.jpg","yes"
"The Elephants","The Shades","u19_407","indie-rock","indie","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/xCMpnO803LphdS-a1_jem-7oPszucfg-EUa-TxUOUOgeCUfEHwl1_CuGmGeHOdx0RPjKBFs8ZPcmFSbqdg=w302-h302-l90-rj","","https://www.youtube.com/embed/HbR7iTXjqG8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/CMpnO803LphdS-.JPEG","yes"
"The Nightchild","Something from within","u19_413","gothic rock","rock","англійська","Чернігів","","північ","","","img/covers19/a2334851442_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1923713220/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=65864449/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2334851442_16.jpg","yes"
"The Orchestra Of Mirrored Reflections","Tunnel of Eclipse","u19_414","","others","немає","Дніпро","","центр","","","img/covers19/a2702991152_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=4170118368/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3345829284/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2702991152_16.jpg","yes"
"The Sunset Survival","Pitch Black","u19_415","screamo/melodic hardcore","rock","англійська","Львів","","захід","","","https://lh3.googleusercontent.com/jjoAbaUaiW7dEnMBRZDUAmho6EWKYAXyLNkG5fLR9scbYeKFZNqtjS712ubps0XUBB6qFQhLqLS2kgJv3w=w302-h302-l90-rj","","https://www.youtube.com/embed/u-Rhl5TpzvY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/joAbaUaiW7dEnM.JPEG","yes"
"The Wicker Man","Dammit! We're back to Dystopia!","u19_417","post rock","rock","немає","Дніпро","","центр","","","img/covers19/52759609_2312852972082684_6754662330178469888_n_1.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/581737995&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/52759609_2312852972082684_6754662330178469888_n_1.jpg","yes"
"Tik Tu","Ulitakis","u19_420","indie","indie","українська","Тернопіль","","захід","","","https://lh3.googleusercontent.com/kXv6qaeDP0kvP3V6XKRDTJHE3wc-aQ9dl1Tox5Z8my-jXnq8r1htehCJXDrzuo3Wptq5f0tHU-rx0RY=w302-h302-l90-rj","","https://www.youtube.com/embed/jyGLqo6l_u8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","LP","img/covers19/Xv6qaeDP0kvP3V.JPEG","yes"
"Transcript","8848","u19_421","IDM/Experimental","others","немає","Київ","","київ","","","https://lh3.googleusercontent.com/X7-yLVAVw8kHFGO0lD8X9aWrORgfNzJXmGd3oQhvsxttrl5SKx1CEZEVngEBM92NyoB7IxWIAvUDn1E=w302-h302-l90-rj","","https://www.youtube.com/embed/Ltuas1EjWSk?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","EP","img/covers19/7-yLVAVw8kHFGO.JPEG","yes"
"Troye Zillia","ENDORФINY","u19_423","folk","ethno / folk","українська","Львів","","захід","","","https://i1.sndcdn.com/artworks-000653953921-sl9dmj-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/729685198&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","Long List","2019","LP","img/covers19/rtworks-000653.JPEG","yes"
"TVORCHI","Disco Lights","u19_428","","pop","англійська","Тернопіль","","захід","","","https://lh3.googleusercontent.com/COYbeTli3JCmUCjyJ-m_I7UM3BysEPmfTu9FFOO8XqsW7tcWkf1XFT-GLPlCbJZT99cvmakfRTYNGy52=w302-h302-l90-rj","","https://www.youtube.com/embed/llcduMZEUqg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/OYbeTli3JCmUCj.JPEG","yes"
"Ukiez","Похода","u19_430","folk","ethno / folk","українська","Київ","","київ","","","https://lh3.googleusercontent.com/SZttePQJ5bgG5GREaUj8-ooM2eGIhhr-YmJY3PWuLNWzY5l6vyh8wYYJOvAzXdzXhQR6w4-n-9NtJFk=w302-h302-l90-rj","","https://www.youtube.com/embed/NfCUpipFjjU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/ZttePQJ5bgG5GR.JPEG","yes"
"Ulmo Tree / Ульмо Три","Пісні для неї","u19_432","","indie","українська","Київ","","київ","","","https://lh3.googleusercontent.com/6ORvSrRAmYZ1jszzORn-bh1Kcrs3rJ78Tp91eA4j161mr3k92Jr07E9bKQsuqEoa9bHs4oYmDOJDSl8l=w302-h302-l90-rj","","https://www.youtube.com/embed/qcOGf2O1zUA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/ORvSrRAmYZ1jsz.JPEG","yes"
"Ummagma","Compass","u19_433","Indie rock dreampop nugaze electronic postpunk cocktail","others","англійська","Canada","","закордон","","","https://lh3.googleusercontent.com/JcLwG7UWUgvO9TVDPoB50wihscIc5KkV179KVLF5wtBmjmPAUJdnGqfKgwWR9yt-LjBcZsvk1hKbnJCw=w302-h302-l90-rj","","https://www.youtube.com/embed/j30Y7ShtV1s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/cLwG7UWUgvO9TV.JPEG","yes"
"US Orchestra","Smoke on the Mustache","u19_436","","instrumental","немає","Київ","","київ","","","https://lh3.googleusercontent.com/6tkTRoTl8R1bzXhaDI7cJSJXjJvgIORY-rEUrw525hd8DrvsX6FXZpaY1CsK_6hlgnPWl2C0ZNbg1WXl=w302-h302-l90-rj","","https://www.youtube.com/embed/a4kf-ZZB2v4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/tkTRoTl8R1bzXh.JPEG","yes"
"VainturN","Шлях​/​The Way","u19_439","Doom Metal","metal","специфічна","Київ","","київ","","","img/covers19/a1105560273_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3382599043/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3179360812/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1105560273_10.jpg","yes"
"VCE1DA","Племя зелёного пламени","u19_441","rock","rock","російська","Київ","","київ","","","https://lh3.googleusercontent.com/2DGZ6T-ytPB375zNjj1t9G5F0BltY0Wrj0F8zSLECem6pBKhPnBiSJVL8C9561aCotQPZw5R0bWchJ8eWg=w302-h302-l90-rj","","https://www.youtube.com/embed/jFqx_Cg6M5w?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/DGZ6T-ytPB375z.JPEG","yes"
"VERBA","Відображення","u19_443","pop","pop","українська","-","","не визначено","","","https://lh3.googleusercontent.com/uLZGxqzneu8u8Nxj9QF2OlZDQOr3gq2coZboB9iFMsso_CXf2CJ7Ef0VNDWnVAC2j_upWbOpk6YVTzbR=w302-h302-l90-rj","","https://www.youtube.com/embed/gayhHUGdBNw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/LZGxqzneu8u8Nx.JPEG","yes"
" Viktor Pashnyk","Десіть","u19_444","rock","rock","українська","Львів","","захід","","","https://scontent.fiev1-1.fna.fbcdn.net/v/t1.0-9/51394204_805612739792872_4871363378980847616_o.jpg?_nc_cat=104&_nc_ohc=jD0RZjR1wJcAX_iczjk&_nc_ht=scontent.fiev1-1.fna&oh=ebb479c2eff8b62edba8a56ef947dc15&oe=5ED8EDF2","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/567209409&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/1394204_805612.JPEG","yes"
"Vinok","Wise Blood","u19_445","Baroque Pop, Indie Rock","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/sIk7GfHCFADncn2PgiNWqxix67pL9Jwi70E_xE4RWeuxpk_Movbr7aTdZ4Rjb270bFZUQRsWXO56N2bhHQ=w302-h302-l90-rj","","https://www.youtube.com/embed/xAB2VB_dm6s?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","EP","img/covers19/Ik7GfHCFADncn2.JPEG","yes"
"Voin Oruwu","Etudes From A Starship","u19_448","","electronic","немає","Київ","","київ","","","img/covers19/a3137278813_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2667200219/size=large/bgcol=ffffff/linkcol=0687f5/tracklist=false/track=2805060752/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a3137278813_16.jpg","yes"
"Volver Stone","Wasteland","u19_450","blues rock ","rock","англійська","Житомир","","північ","","","https://lh3.googleusercontent.com/--PchxXDL5HZsk0a-E4gyvYVV-3k4XK4UrWeF8FhgSIiQiMR1ScENDK_BE9hoNtnM8ehj_ACMadb19DnKg=w302-h302-l90-rj","","https://www.youtube.com/embed/CTLprze45NU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/-PchxXDL5HZsk0.JPEG","yes"
"VOVK","LAIR","u19_451","stoner","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/L1I05JlXiYQZkQbGjXXEmFYVzXdabVAgXdDxNtJtBEyrqJYF1bX-k_Ey-2fMvlSaJpYiE3exCJolFcxd=w302-h302-l90-rj","","https://www.youtube.com/embed/cDv3g3gD5Dg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/1I05JlXiYQZkQb.JPEG","yes"
"Vubar","Ad Conflandum in Horror","u19_452","metal","metal","немає","Черкаси","","центр","","","img/covers19/a0861106467_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2341472427/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=4186023144/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a0861106467_16.jpg","yes"
"Wavewalkrs","U","u19_453","electronic","electronic","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/iSqlmMhQKbuXdo0-d63wTthX4rBYn2tUtAyVZVu-ULh8-bgWh2k0nItysp2wHypTJVXN6skaPeO1UCe7=w302-h302-l90-rj","","https://www.youtube.com/embed/8EPUuLcGct8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/SqlmMhQKbuXdo0.JPEG","yes"
"Wavy Dem","Daddi","u19_454","hip hop, rap","hip hop & rap","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/z7hd7xIys0sxxkbMBngS_m-RxjXDq0NUgff8vqMpQKpux5cvg0wyPbA0fbkKcsJlKfh2p0_RqQxeL3Ly=w302-h302-l90-rj","","https://www.youtube.com/embed/qotpBMjf9-E?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/7hd7xIys0sxxkb.JPEG","yes"
"White Ward","Love Exchange Failure","u19_457","Deviant Black Metal","metal","специфічна","Одеса","","південь","","","https://lh3.googleusercontent.com/fLg9c0CmqoBdnqfxv53Jav_hQ71zpFRb0i4odP-YIJlQ5N9DVHQ2eIkOJz5KDohwgAYPVspdDSnXN28=w302-h302-l90-rj","","https://www.youtube.com/embed/w5zJBD60KIY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Lg9c0CmqoBdnqf.JPEG","yes"
"Windswept","The Onlooker","u19_458","","metal","специфічна","Харків","","схід","","","https://lh3.googleusercontent.com/kmtDi2mFBMa-w4KqZT85miRsEgg4N0mnGACoWwr6t65uiSi_gvegVyFvi_lF2CU3CNQJcMklTGt4On4=w302-h302-l90-rj","","https://www.youtube.com/embed/mlGC00ZaaOI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/mtDi2mFBMa-w4K.JPEG","yes"
"WWWAAAVVVEEE","3.0","u19_459","electronic","electronic","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/s5yCVhv0jk8djSJiiVze4C50SuIrvpOphXWJnISpikD0PTGETqmlJhLF0nsnfYOcjEJcDxVGqLKpa67_UQ=w302-h302-l90-rj","","https://www.youtube.com/embed/1r04A0U2vHc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/5yCVhv0jk8djSJ.JPEG","yes"
"Yah","Zen Rhymes","u19_461","indie rock","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/eaSlzyKuS6XHLRyawpT4BnmQR4TS9K8sHZQoza0Ar62M3KVUU9RFFiCVD1EKavs_Snr_yHE2geXp6Cc=w302-h302-l90-rj","","https://www.youtube.com/embed/GwrJfw8j0XU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/aSlzyKuS6XHLRy.JPEG","yes"
"Yakiv Tsvietinskyi","Minimalist","u19_462","jazz","jazz","немає","Дніпро","","центр","","","https://lh3.googleusercontent.com/QWgyKY_6bnHnvyw_ACR7t7ZD_tgYzN73AumIiAB0V-qq4W0dWHQAFA1R1WTGqGKF9k0pgCtl4E7CtR0f=w302-h302-l90-rj","","https://www.youtube.com/embed/etSiPLV5_9c?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/WgyKY_6bnHnvyw.JPEG","yes"
"Ya​.​Svet","Dance In Your Space","u19_464","","electronic","немає","Херсон","","південь","","","img/covers19/a4122899525_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3922829612/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1117744879/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a4122899525_16.jpg","yes"
"Yes I Am Sick","Faceless","u19_465","","rock","англійська","Київ","","київ","","","img/covers19/cover_27_0.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/599786298&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/cover_27_0.jpg","yes"
"YOURA","Plan Б","u19_466","rap","hip hop & rap","російська","Київ","","київ","","","https://lh3.googleusercontent.com/n5oUTZTtfFXSgYGhCbPncUhySLQ8nWupWiaUmF40LGSK-ZnYNZqrmAc6FSWkU04sOdSVVQXlVYZgBSIk_Q=w302-h302-l90-rj","","https://www.youtube.com/embed/jG3-Gb3T3hU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/5oUTZTtfFXSgYG.JPEG","yes"
"Your Old Droog","It Wasn't Even Close","u19_467","rap","hip hop & rap","англійська","Brooklyn","","закордон","","","https://lh3.googleusercontent.com/kTy8gsx1EMf2h4O26MBKMNrmtNY9sAN3qQmP7GA7K1p-JPYQDObfjUORfR1xHgBYZMZZzatc0hvpw_ipSg=w302-h302-l90-rj","","https://www.youtube.com/embed/LLZE2gOBgZ0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Ty8gsx1EMf2h4O.JPEG","yes"
"Yurcash","Каралі Карпаратівав","u19_469","punk rock for fun","rock","українська","Київ","","київ","","","https://lh3.googleusercontent.com/7FPtPm_Y2NF2oUNn2m294gHFWz8CAQqCZc2-zMkwnr6up5R0GS5p3Y7qy2EGYh9KlCZjfjMGzIWKKC69=w302-h302-l90-rj","","https://www.youtube.com/embed/RsoSUn-yfDg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/FPtPm_Y2NF2oUN.JPEG","yes"
"Zbaraski","Bo Ya Tak Khochu","u19_471","","hip hop & rap","українська","Львів","","захід","","","https://lh3.googleusercontent.com/gAHt6XndXcZtwzLYOLZGQWGg8BhxdBuLq845_B7LJfeypru1TLg04R8Dayr7WbomIO0vg887jndYDD_f=w302-h302-l90-rj","","https://www.youtube.com/embed/UADse1LUylQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/AHt6XndXcZtwzL.JPEG","yes"
"ZBSband","Аудиотеатр","u19_472","","indie","українська","Київ","","київ","","","https://lh3.googleusercontent.com/SUAPTUTzGnE9BkmDenLsj4ooitGuY8SPAVZWXNIiF4H2wkMH9MOSK_nLTdj0Wf07s3W_ar79YqEM6Cw4=w302-h302-l90-rj","","https://www.youtube.com/embed/d2N31m8qDoI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/UAPTUTzGnE9Bkm.JPEG","yes"
"ZERNO","#4th","u19_473","rock","pop","українська","Житомир","","північ","","","https://lh3.googleusercontent.com/_OinB0ioIrEfQs28rLsGcUVyY9i0EFbdvQcHwQNBdJmpkm2TPAJy6z-9BUAvks6ymZPImTPlOMkS1SNu=w302-h302-l90-rj","","https://www.youtube.com/embed/q6YRsZBLnF8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/OinB0ioIrEfQs2.JPEG","yes"
"Zetetics","11:11","u19_474","indie rock","rock","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/2D6BHFarq3egeItUdFjoDo77MpqzxPXloP9e7akTm1ee2BCPKwqwSEITYr1nHkjP_ztYTC8u0RiZb4Ndpw=w302-h302-l90-rj","","https://www.youtube.com/embed/kn6Swx8Grs8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/D6BHFarq3egeIt.JPEG","yes"
"ZFeelZ","Waves of Shards","u19_475","indie","indie","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/IZ5DgpsuT_sHNVET3r0CR11nZSi-nIyW48NYf4XYTHEXAORjwKEt15NOxZrZwBt1PTez4h537ryeCWPafg=w302-h302-l90-rj","","https://www.youtube.com/embed/iY9WwKKVrV8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","EP","img/covers19/Z5DgpsuT_sHNVE.JPEG","yes"
"Zhadan&Fima","Місіонери","u19_476","poetry","others","українська","Київ","","київ","","","https://lh3.googleusercontent.com/TYPHx4lwMGigKgkfr43vkhBxQrAwDGF1_GtNSYMNimviShO9QfrKbp2O28GJADPHHs-zljfDLvjXPZLi=w302-h302-l90-rj","","https://www.youtube.com/embed/Ai8lFiOL5Rw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/YPHx4lwMGigKgk.JPEG","yes"
"ZITKANI","Berehy","u19_477","","ethno / folk","українська","Київ","","київ","","","https://lh3.googleusercontent.com/IW3xe6WGe2m_rwdUAa_nweEjOTYOrD6uKTIAZzIB3v1JTcUxf1Ex5uRQ1IJDFMh9i05rEdjPXmROoh8=w302-h302-l90-rj","","https://www.youtube.com/embed/jpt8sqZ0848?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/W3xe6WGe2m_rwd.JPEG","yes"
"Zolar Czack","Asymmetry","u19_478","rock, fusion","rock","немає","Ужгород","","захід","","","img/covers19/a3211855372_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3095965626/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2324751233/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a3211855372_16.jpg","yes"
"Zombie Attack","Bonded By Beer","u19_479","Thrash Metal","metal","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/FJ95Hxr0s_S3F-EzZ8CQCI80FYJTDmyXFLDYxA1uUJtVfMfLdqPEaZtrpmrwBgvYAMqb4nuFYfYusjeQ=w302-h302-l90-rj","","https://www.youtube.com/embed/-Em8HLXkdt4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/J95Hxr0s_S3F-E.JPEG","yes"
"ZOMBO","Неймовірна простота","u19_480","hip-hop & rap","hip hop & rap","українська","Львів","","захід","","","https://lh3.googleusercontent.com/wSl2hem68F6979Xvv6wpVryQVuinS-iCOogEPHSeTndzPIPLYTDTWkaqFmWiFKRrZsTPL4Uxc7oexAI=w302-h302-l90-rj","","https://www.youtube.com/embed/iwWysNJUfkE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Sl2hem68F6979X.JPEG","yes"
"АГОНЬ","ЗАКЛАДКА","u19_482","","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/Mh4K-pPUsoY9Gi-9_Mabtp4WzUvef3r-r8h-mv9w25hb6qtObKHdHXS8RjCgiNGsIn25Qzo7NQWf0jSGSw=w302-h302-l90-rj","","https://www.youtube.com/embed/u7kMA_c4kaA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/h4K-pPUsoY9Gi-.JPEG","yes"
"Ани Лорак","За мечтой","u19_483","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/9mihZV__RpFksrle4ZQNEZAhNoKzZoSgHVthQt6R6BXotv_WzBIet810t59nX9rUua_QDe9R0Np3aWLF=w302-h302-l90-rj","","https://www.youtube.com/embed/gmWG3p3CM0M?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/mihZV__RpFksrl.JPEG","yes"
"Антитіла","HELLO","u19_484","Pop-rock","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/CsCG3_Jx82FMAoIHzdq8pk0-mhiJWMjuhxElPAttRU56DzqtrRDQ1fIAllfRMI3s3tFUS8eOVCA7N6IBaQ=w302-h302-l90-rj","","https://www.youtube.com/embed/cRR0kIJbmKM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/sCG3_Jx82FMAoI.JPEG","yes"
